k,MMR min,MMR avg,MMR max,MMR σ
0,6,6,6,0
1,6,6,6,0
2,6,6,6,0
3,6,6,6,0
4,6,6,6,0
5,6,6,6,0
6,6,6,6,0
7,6,6,6,0
8,6,6,6,0
9,6,6,6,0
10,6,6,6,0
11,6,6,6,0
12,6,6,6,0
13,4.36,4.71,6,0.53
14,4.23,4.49,6,0.29
15,4,4.34,4.75,0.13
16,4,4.23,4.61,0.17
17,4,4.16,4.48,0.17
18,2.72,3.72,4.48,0.65
19,2.61,3.5,4.48,0.7
20,2.37,3.4,4.46,0.72
21,2.26,3.29,4.45,0.75
22,2.14,3.1,4.45,0.76
23,1.12,2.82,4.42,0.98
24,1.1,2.49,4.42,1.08
25,0.93,2.29,4.4,1.05
26,0.81,2.13,4.39,1.05
27,0.56,1.9,4.39,1.04
28,0,1.7,4.39,1.09
29,0,1.53,4.28,1.14
30,0,1.38,4.28,1.15
