i,qC = 200 then qV = 300
0,20.0
1,20.0
2,19.9999995
3,19.9999981
4,19.999995700000003
5,19.9999923
6,19.9999879
7,19.9999825
8,19.999976099999998
9,19.433320433333332
10,18.98610721111111
11,18.879163116666668
12,18.86487701666667
13,18.82817048888889
14,18.798209949999997
15,18.798209949999997
16,18.79820985
17,18.7964241
18,18.75892335
19,18.7464231
20,18.7464231
21,18.74463725
22,18.74463725
23,18.716065949999997
24,18.61904193333333
25,18.570827183333336
26,18.361899233333332
27,18.27380386666667
28,18.19701851666667
29,18.14463725
30,18.142256083333336
31,18.05892275
32,17.9678508
33,17.878564599999997
34,17.8785645
35,17.82046895333333
36,17.80142112
37,17.71142106
38,17.711420659999998
39,17.647134859999998
40,17.553801486666668
41,17.468087186666665
42,17.44808700666667
43,17.423086606666665
44,17.398086906666666
45,17.378087426666667
46,17.314038513333333
47,17.290704919999996
48,17.27070484
49,17.1857056
50,17.154752233333333
51,17.1214189
52,17.11570382
53,17.095703240000002
54,17.02237094666667
55,16.98737030666667
56,16.85998814
57,16.788321153333335
58,16.778321013333333
59,16.75832103333333
60,16.578320813333335
61,16.561653746666664
62,16.541653666666665
63,16.456653626666668
64,16.431653326666666
65,16.392366526666667
66,16.309032393333332
67,16.278318813333332
68,16.258318333333328
69,16.25331701333333
70,16.21831647333333
71,16.15498312
72,16.12998332
73,16.063317153333333
74,16.021648286666668
75,15.951648106666665
76,15.878317013333334
77,15.841647666666665
78,15.821647186666667
79,15.746645986666666
80,15.706645926666667
81,15.706645626666667
82,15.656644826666666
83,15.594977380000001
84,15.54497678
85,15.54497618
86,15.508308233333333
87,15.433311233333335
88,15.368310873333332
89,15.326643806666665
90,15.293308973333335
91,15.293308073333334
92,15.243307973333332
93,15.226640806666666
94,15.201641006666666
95,15.173304993333334
96,15.098304393333333
97,15.053303913333332
98,14.981638026666667
99,14.88997286
100,14.873305193333332
101,14.839970260000001
102,14.78997176
103,14.786637146666667
104,14.766636566666667
105,14.721637486666667
106,14.676637006666665
107,14.568307273333332
108,14.568306373333332
109,14.548304493333335
110,14.489971659999998
111,14.394971680000001
112,14.331639426666667
113,14.323304193333334
114,14.303303713333335
115,14.283301733333332
116,14.208302833333333
117,14.183302433333333
118,14.183300533333332
119,14.12996712
120,14.10496542
121,14.02996922
122,13.971635586666665
123,13.971631186666666
124,13.946632286666667
125,13.871631486666667
126,13.776631506666666
127,13.776630606666668
128,13.751629906666667
129,13.698299293333335
130,13.61496606
131,13.589966060000002
132,13.564966560000002
133,13.556634526666667
134,13.523300093333333
135,13.481632126666666
136,13.406633526666667
137,13.386634246666667
138,13.386631846666667
139,13.338293953333334
140,13.338293853333333
141,13.313295253333333
142,13.221630286666668
143,13.166632066666665
144,13.091634066666666
145,13.011634646666666
146,12.991632266666667
147,12.941627666666665
148,12.883298133333332
149,12.858295933333332
150,12.851630406666667
151,12.841628666666667
152,12.716629466666667
153,12.691628166666666
154,12.691627066666666
155,12.613293453333334
156,12.593292973333334
157,12.548289293333335
158,12.466625666666667
159,12.466623666666665
160,12.466620866666666
161,12.453288513333336
162,12.374955799999999
163,12.35495712
164,12.321624386666667
165,12.296625586666666
166,12.224958399999998
167,12.155672079999999
168,12.107340486666669
169,12.069959480000001
170,11.99495938
171,11.916626966666668
172,11.8999607
173,11.841630666666667
174,11.816627466666665
175,11.716626566666667
176,11.616624866666665
177,11.5499634
178,11.485675999999998
179,11.421631386666666
180,11.304970220000001
181,11.30496862
182,11.28496474
183,11.226626606666667
184,11.123294893333334
185,11.120435453333332
186,11.059957439999998
187,10.95996004
188,10.87282622
189,10.856158253333332
190,10.838295853333332
191,10.772579033333333
192,10.762580693333334
193,10.762580393333334
194,10.762576293333332
195,10.723288993333334
196,10.693287373333334
197,10.603291413333332
