i,qC = 250 then qV = 250
0,20.0
1,20.0
2,19.9999993
3,19.9999978
4,19.999995400000003
5,19.999992
6,19.999987599999997
7,19.9999822
8,19.999975799999998
9,19.21110431111111
10,19.081938694444442
11,18.98888298888889
12,18.854162516666666
13,18.852376766666666
14,18.84781333888889
15,18.83174168888889
16,18.8178525
17,18.816066650000003
18,18.816066550000002
19,18.816066550000002
20,18.71249515
21,18.696423300000003
22,18.694042333333336
23,18.572613533333335
24,18.551184933333335
25,18.445232766666667
26,18.424399283333333
27,18.341660866666672
28,18.308327133333332
29,18.2892789
30,18.103564699999996
31,18.1035646
32,18.1035646
33,18.083326333333336
34,17.996660086666665
35,17.963326253333335
36,17.955230706666665
37,17.92189687333334
38,17.907610573333336
39,17.827610453333335
40,17.70261005333333
41,17.635943486666665
42,17.635943386666668
43,17.635943086666668
44,17.635942986666667
45,17.564514586666668
46,17.543085886666667
47,17.538085066666667
48,17.529751533333336
49,17.41546633333333
50,17.41546633333333
51,17.298799266666666
52,17.275465573333335
53,17.275464973333335
54,17.275464973333335
55,17.258797906666665
56,17.22213196
57,17.190703420000002
58,17.107370286666665
59,17.064512186666665
60,16.99498888
61,16.95498872
62,16.954988519999997
63,16.948321493333335
64,16.856652526666668
65,16.77998472
66,16.759984540000005
67,16.71665146666667
68,16.676651606666667
69,16.628079726666662
70,16.58807996666667
71,16.57665170666667
72,16.573317693333333
73,16.493317773333334
74,16.493317573333336
75,16.453317213333335
76,16.393317573333334
77,16.383317533333333
78,16.36331685333333
79,16.318317673333333
80,16.318317473333334
81,16.261650446666664
82,16.24022164666667
83,16.159984339999998
84,16.13998366
85,16.07998312
86,15.993315373333331
87,15.966648166666667
88,15.94164736666667
89,15.879980519999998
90,15.879979919999998
91,15.84497988
92,15.811646446666666
93,15.786647146666667
94,15.71497956
95,15.693550160000001
96,15.673312893333334
97,15.608312933333334
98,15.608311733333334
99,15.538310253333332
100,15.444977580000002
101,15.414976260000001
102,15.369977279999999
103,15.36997718
104,15.3249767
105,15.279976119999999
106,15.26497616
107,15.264974259999999
108,15.173306093333334
109,15.173302893333332
110,15.119975979999998
111,14.998308493333333
112,14.973308193333335
113,14.931640526666667
114,14.861639046666667
115,14.76997308
116,14.744970079999998
117,14.711636846666666
118,14.633303133333333
119,14.558303933333335
120,14.516636766666668
121,14.491635966666667
122,14.4749689
123,14.441635166666666
124,14.416633366666666
125,14.324969
126,14.233304333333333
127,14.2249661
128,14.199965200000001
129,14.183298033333333
130,14.059969539999999
131,14.03496964
132,14.001635406666667
133,13.993301073333331
134,13.921632086666666
135,13.881632526666667
136,13.881631826666666
137,13.793297773333332
138,13.78496204
139,13.691630966666667
140,13.651630106666667
141,13.581630026666666
142,13.453303613333333
143,13.439967959999999
144,13.363300453333332
145,13.356632626666668
146,13.356631326666667
147,13.298297793333333
148,13.193295473333334
149,13.183295333333334
150,13.116631266666667
151,13.086629046666664
152,13.061628346666666
153,12.983297933333334
154,12.936630946666666
155,12.8999655
156,12.86996218
157,12.844960480000001
158,12.773292493333333
159,12.698296393333335
160,12.698293993333333
161,12.698293993333333
162,12.698291493333333
163,12.61995778
164,12.519955979999999
165,12.38996426
166,12.389962760000001
167,12.363293653333333
168,12.27662770666667
169,12.231626226666668
170,12.168294773333333
171,12.131626726666665
172,12.106625426666666
173,12.061625146666668
174,12.036622546666667
175,11.991621666666667
176,11.924956000000002
177,11.824957999999999
178,11.749955499999999
179,11.716620966666666
180,11.68495724
181,11.684955639999998
182,11.6249579
183,11.566628166666668
184,11.533292033333334
185,11.464960660000001
186,11.431628926666667
187,11.336627646666665
188,11.306626926666667
189,11.25496242
190,11.221627986666666
191,11.164959159999999
192,11.104960019999998
193,11.104959719999998
194,11.05995854
195,11.00996154
196,10.973293493333333
