k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,30,30,30,0,8,8.35,8.64,0.2
1,30,30,30,0,8,8.35,8.64,0.2
2,30,30,30,0,0,7.53,8.74,2.65
3,30,30,30,0,0,8.37,13.37,3.71
4,30,30,30,0,0,6.43,14.39,6.01
5,30,30,30,0,0,4.73,15.13,5.79
6,30,30,30,0,0,4.73,15.13,5.79
7,30,30,30,0,0,4.73,15.13,5.79
8,30,30,30,0,0,3.95,15.13,6.06
9,30,30,30,0,0,3.95,15.13,6.06
10,29,29.7,30,0.42,0,5.32,15.13,6.23
11,28.9,29.04,30,0.34,0,5,11.93,5.73
12,28.78,28.89,29,0.05,0,5,11.93,5.73
13,28.75,28.88,28.9,0.05,0,5,11.93,5.73
14,28.71,28.85,28.9,0.07,0,5,11.93,5.73
15,28.67,28.84,28.9,0.09,0,5,11.93,5.73
16,28.59,28.82,28.9,0.12,0,5,11.93,5.73
17,28.5,28.77,28.9,0.15,0,5,11.93,5.73
18,28,28.68,28.89,0.29,0,5,11.93,5.73
19,28,28.63,28.89,0.35,0,5,11.93,5.73
20,28,28.58,28.87,0.34,0,5,11.93,5.73
21,27.78,28.48,28.87,0.43,0,5,11.93,5.73
22,27.78,28.41,28.87,0.44,0,5,11.93,5.73
23,27.75,28.37,28.87,0.44,0,5,11.93,5.73
24,27.71,28.24,28.87,0.5,0,5,11.93,5.73
25,27.67,28.22,28.87,0.5,0,5.82,11.93,5.52
26,27.6,28.15,28.87,0.52,0,5,11.93,5.73
27,27.5,28.08,28.87,0.54,0,5,11.93,5.73
28,27.33,27.86,28.87,0.53,0,5,11.93,5.73
29,27,27.82,28.87,0.58,0,5,11.93,5.73
30,27,27.8,28.87,0.59,0,5,11.93,5.73
31,26.78,27.68,28.87,0.66,0,5,11.93,5.73
32,26.62,27.59,28.87,0.67,0,5,11.93,5.73
33,26.57,27.54,28.87,0.69,0,5,11.93,5.73
34,26.57,27.44,28.87,0.73,0,5,11.93,5.73
35,26.57,27.39,28.87,0.76,0,5,11.93,5.73
36,26.5,27.38,28.87,0.78,0,5,11.93,5.73
37,26.4,27.32,28.87,0.74,0,5,11.93,5.73
38,26.25,27.29,28.86,0.75,0,5,11.93,5.73
39,26,27.14,28.86,0.87,0,5,11.93,5.73
40,26,27.12,28.82,0.87,0,5,11.93,5.73
41,25.9,27.11,28.8,0.88,0,5,11.93,5.73
42,25.9,27.01,28.49,0.83,0,5,11.93,5.73
43,25.9,26.86,28,0.77,0,5,11.93,5.73
44,25.88,26.75,27.75,0.69,0,5,11.93,5.73
45,25.88,26.74,27.75,0.69,0,5,11.93,5.73
46,25.88,26.73,27.75,0.69,0,5,11.93,5.73
47,25.65,26.67,27.75,0.75,0,5,11.93,5.73
48,25.5,26.64,27.75,0.75,0,5,11.93,5.73
49,25.5,26.63,27.75,0.76,0,5,11.93,5.73
50,25.38,26.44,27.75,0.82,0,5,11.93,5.73
51,25.33,26.42,27.75,0.83,0,5,11.93,5.73
52,25.2,26.39,27.75,0.87,0,5,11.93,5.73
53,25,26.31,27.75,0.93,0,5,11.93,5.73
54,24.88,26.21,27.75,1,0,5,11.93,5.73
55,24.75,26.15,27.75,0.98,0,5,11.93,5.73
56,24.71,26.08,27.75,1,0,5,11.93,5.73
57,24.5,25.88,27.75,0.97,0,5,11.93,5.73
58,24.5,25.82,27.75,0.97,0,5,11.93,5.73
59,24.43,25.74,27.75,0.98,0,5,11.93,5.73
60,24.17,25.66,27.75,1.01,0,5,11.93,5.73
61,24,25.61,27.75,1.04,0,5,11.93,5.73
62,23.88,25.53,27.75,1.07,0,5,11.93,5.73
63,23.77,25.48,27.75,1.09,0,5,11.93,5.73
64,23.77,25.35,27.75,1.18,0,5,11.93,5.73
65,23.66,25.24,27.75,1.27,0,5,11.93,5.73
66,23.62,25.23,27.75,1.27,0,5,11.93,5.73
67,23.57,25.18,27.75,1.3,0,5,11.93,5.73
68,23.5,25.17,27.75,1.31,0,5,11.93,5.73
69,23.17,25.06,27.47,1.34,0,4.09,11.93,5.35
70,23,25,27.35,1.37,0,4.09,11.93,5.35
71,23,24.91,27.22,1.35,0,4.09,11.93,5.35
72,22.88,24.79,27.1,1.34,0,4.09,11.93,5.35
73,22.77,24.69,26.86,1.32,0,4.09,11.93,5.35
74,22.66,24.66,26.75,1.32,0,4.09,11.93,5.35
75,22.55,24.59,26.5,1.3,0,4.09,11.93,5.35
76,22.5,24.51,26.48,1.29,0,4.09,11.93,5.35
77,22.43,24.42,26.48,1.32,0,4.09,11.93,5.35
78,22.17,24.33,26.33,1.39,0,4.09,11.93,5.35
79,22,24.27,26.17,1.38,0,4.09,11.93,5.35
80,22,24.1,26.17,1.44,0,4.09,11.93,5.35
81,22,24.03,26.17,1.44,0,4.09,11.93,5.35
82,22,23.97,26,1.42,0,4.09,11.93,5.35
83,21.55,23.84,26,1.52,0,4.09,11.93,5.35
84,21.55,23.82,26,1.51,0,4.09,11.93,5.35
85,21.44,23.72,25.57,1.46,0,4.09,11.93,5.35
86,21.37,23.65,25.33,1.48,0,4.09,11.93,5.35
87,21.29,23.56,25.29,1.45,0,4.09,11.93,5.35
88,21.29,23.51,25.29,1.46,0,4.09,11.93,5.35
89,21.29,23.42,25.29,1.46,0,4.09,11.93,5.35
90,21.17,23.36,25.29,1.44,0,4.09,11.93,5.35
91,21.17,23.32,25.29,1.44,0,4.09,11.93,5.35
92,21.17,23.3,25.29,1.43,0,4.09,11.93,5.35
93,21,23.23,25.29,1.46,0,4.09,11.93,5.35
94,21,23.17,25.29,1.5,0,4.09,11.93,5.35
95,20.88,23.09,25.29,1.56,0,4.09,11.93,5.35
96,20.62,22.85,25.29,1.67,0,4.09,11.93,5.35
97,20.57,22.77,25.29,1.72,0,4.09,11.93,5.35
98,20.29,22.71,25.29,1.79,0,4.09,11.93,5.35
99,20.14,22.68,25.29,1.8,0,4.09,11.93,5.35
100,20,22.66,25.29,1.82,0,4.09,11.93,5.35
101,19.9,22.59,25.29,1.85,0,4.09,11.93,5.35
102,19.8,22.54,25.29,1.86,0,4.09,11.93,5.35
103,19.6,22.5,25.29,1.91,0,4.09,11.93,5.35
104,19.6,22.42,25.29,1.97,0,4.09,11.93,5.35
105,19.55,22.38,25.29,1.99,0,4.09,11.93,5.35
106,19.5,22.3,25.29,2.03,0,4.09,11.93,5.35
107,19.5,22.24,25.29,2.02,0,4.09,11.93,5.35
108,19.37,22.15,25.29,2.06,0,4.09,11.93,5.35
109,19.25,22.05,25.29,2.14,0,4.09,11.93,5.35
110,19.25,22.01,25.29,2.12,0,4.09,11.93,5.35
111,19.12,21.92,25.29,2.2,0,4.09,11.93,5.35
112,19.12,21.87,25.29,2.19,0,4.09,11.93,5.35
113,19.12,21.82,25.29,2.21,0,4.09,11.93,5.35
114,19,21.77,25.29,2.25,0,4.09,11.93,5.35
