k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,9,9,9,0,1.1,1.42,1.73,0.2
1,9,9,9,0,1.1,1.42,1.73,0.2
2,9,9,9,0,1.1,1.42,1.73,0.2
3,9,9,9,0,0,1.19,1.73,0.54
4,9,9,9,0,0,1.28,2.9,0.79
5,9,9,9,0,0,1.18,2.9,0.9
6,9,9,9,0,0,1.03,1.75,0.69
7,9,9,9,0,0,1.06,2.5,0.79
8,9,9,9,0,0,1.25,2.5,0.86
9,9,9,9,0,0,1.06,2.4,0.76
10,9,9,9,0,0,0.94,1.56,0.6
11,9,9,9,0,0,0.79,1.53,0.62
12,9,9,9,0,0,0.7,1.53,0.62
13,7.92,8.37,8.67,0.3,0,0.65,1.53,0.66
14,7.92,8.08,8.5,0.23,0,0.65,1.53,0.66
15,7.92,7.94,8,0.03,0,0.84,1.53,0.63
16,7.83,7.91,7.92,0.03,0,0.84,1.53,0.63
17,7.82,7.89,7.92,0.04,0,0.84,1.53,0.63
18,7.8,7.86,7.92,0.05,0,0.84,1.53,0.63
19,7.8,7.86,7.92,0.05,0,0.84,1.53,0.63
20,7.78,7.85,7.92,0.05,0,0.84,1.53,0.63
21,7.78,7.84,7.92,0.05,0,0.84,1.53,0.63
22,7.6,7.79,7.92,0.1,0,0.84,1.53,0.63
23,7.5,7.77,7.92,0.13,0,0.84,1.53,0.63
24,7.5,7.75,7.92,0.14,0,0.84,1.53,0.63
25,7.5,7.71,7.91,0.16,0,0.84,1.53,0.63
26,7,7.63,7.9,0.28,0,0.84,1.53,0.63
27,7,7.61,7.9,0.28,0,0.84,1.53,0.63
28,7,7.51,7.9,0.34,0,0.84,1.53,0.63
29,7,7.47,7.9,0.37,0,0.84,1.53,0.63
30,6.83,7.42,7.9,0.39,0,0.84,1.53,0.63
31,6.73,7.37,7.9,0.42,0,0.84,1.53,0.63
32,6.7,7.36,7.9,0.42,0,0.84,1.53,0.63
33,6.7,7.3,7.9,0.41,0,0.84,1.53,0.63
34,6.67,7.15,7.9,0.44,0,0.84,1.53,0.63
35,6.67,7.08,7.9,0.42,0,0.84,1.53,0.63
36,6.67,7.01,7.9,0.43,0,0.84,1.53,0.63
37,6.6,6.96,7.9,0.47,0,0.84,1.53,0.63
38,6.6,6.95,7.9,0.47,0,0.84,1.53,0.63
39,6.5,6.9,7.9,0.48,0,0.84,1.53,0.63
40,6.5,6.85,7.8,0.42,0,0.84,1.53,0.63
41,6.4,6.84,7.78,0.43,0,0.84,1.53,0.63
42,6.4,6.82,7.78,0.44,0,0.84,1.53,0.63
43,6.4,6.81,7.78,0.45,0,0.84,1.53,0.63
44,6.4,6.81,7.78,0.45,0,0.84,1.53,0.63
45,6.25,6.77,7.78,0.44,0,0.84,1.53,0.63
46,6.25,6.67,7.2,0.26,0,0.84,1.53,0.63
47,6,6.63,7.2,0.32,0,0.84,1.53,0.63
48,6,6.58,7.2,0.36,0,0.84,1.53,0.63
49,6,6.54,6.8,0.3,0,0.84,1.53,0.63
50,6,6.52,6.8,0.33,0,0.84,1.53,0.63
51,5.78,6.47,6.8,0.39,0,0.84,1.53,0.63
52,5.75,6.45,6.8,0.39,0,0.84,1.53,0.63
53,5.67,6.42,6.8,0.42,0,0.84,1.53,0.63
54,5.67,6.34,6.8,0.48,0,0.84,1.53,0.63
55,5.5,6.29,6.8,0.53,0,0.84,1.53,0.63
56,5.5,6.21,6.8,0.51,0,0.84,1.53,0.63
57,5.5,6.13,6.8,0.51,0,0.84,1.53,0.63
58,5.4,6.09,6.8,0.55,0,0.84,1.53,0.63
59,5.25,6.05,6.8,0.6,0,0.84,1.53,0.63
60,5.25,6.01,6.8,0.61,0,0.84,1.53,0.63
61,5,5.94,6.8,0.66,0,0.84,1.53,0.63
62,5,5.94,6.8,0.66,0,0.84,1.53,0.63
63,5,5.89,6.67,0.6,0,0.84,1.53,0.63
64,5,5.88,6.67,0.6,0,0.84,1.53,0.63
65,5,5.88,6.67,0.6,0,0.84,1.53,0.63
66,5,5.85,6.67,0.6,0,0.84,1.53,0.63
67,5,5.84,6.67,0.59,0,0.84,1.53,0.63
68,5,5.79,6.67,0.55,0,0.84,1.53,0.63
69,5,5.79,6.67,0.55,0,0.84,1.53,0.63
70,5,5.77,6.62,0.56,0,0.84,1.53,0.63
71,5,5.73,6.5,0.55,0,0.84,1.53,0.63
72,5,5.65,6.5,0.6,0,0.84,1.53,0.63
73,4.67,5.58,6.5,0.65,0,0.84,1.53,0.63
74,4.67,5.57,6.5,0.65,0,0.84,1.53,0.63
75,4.67,5.5,6.4,0.57,0,0.84,1.53,0.63
76,4.6,5.5,6.4,0.58,0,0.84,1.53,0.63
77,4.5,5.46,6.33,0.57,0,0.84,1.53,0.63
78,4.5,5.44,6.33,0.55,0,0.84,1.53,0.63
79,4.5,5.36,6.33,0.55,0,0.84,1.53,0.63
80,4.5,5.32,6.33,0.59,0,0.84,1.53,0.63
81,4.33,5.25,6.12,0.59,0,0.84,1.53,0.63
82,4.33,5.23,6.12,0.57,0,0.84,1.53,0.63
83,4.33,5.2,6.12,0.55,0,0.84,1.53,0.63
84,4.33,5.18,6,0.53,0,0.84,1.53,0.63
85,4.33,5.16,6,0.56,0,0.84,1.53,0.63
86,4.33,5.16,6,0.56,0,0.84,1.53,0.63
87,4.33,5.16,6,0.56,0,0.84,1.53,0.63
88,4.33,5.1,6,0.53,0,0.84,1.53,0.63
89,4,5.05,6,0.6,0,0.84,1.53,0.63
90,4,5,6,0.6,0,0.84,1.53,0.63
91,4,4.98,6,0.61,0,0.84,1.53,0.63
92,4,4.95,6,0.63,0,0.84,1.53,0.63
93,4,4.95,6,0.63,0,0.84,1.53,0.63
94,4,4.91,6,0.63,0,0.84,1.53,0.63
95,4,4.88,6,0.61,0,0.84,1.53,0.63
96,4,4.83,5.92,0.58,0,0.84,1.53,0.63
97,3.9,4.78,5.92,0.6,0,0.84,1.53,0.63
98,3.83,4.77,5.92,0.61,0,0.84,1.53,0.63
99,3.83,4.74,5.92,0.62,0,0.84,1.53,0.63
100,3.83,4.74,5.92,0.62,0,0.84,1.53,0.63
101,3.7,4.72,5.92,0.64,0,0.84,1.53,0.63
102,3.6,4.69,5.92,0.65,0,0.84,1.53,0.63
103,3.5,4.62,5.92,0.71,0,0.84,1.53,0.63
104,3.5,4.55,5.92,0.72,0,0.84,1.53,0.63
105,3.5,4.54,5.92,0.74,0,0.84,1.53,0.63
106,3.5,4.52,5.92,0.73,0,0.84,1.53,0.63
107,3.4,4.5,5.92,0.74,0,0.69,1.43,0.63
108,3.33,4.47,5.92,0.76,0,0.69,1.43,0.63
109,3.33,4.41,5.87,0.74,0,0.69,1.43,0.63
110,3.33,4.34,5.87,0.75,0,0.69,1.43,0.63
111,3.33,4.33,5.82,0.74,0,0.69,1.43,0.63
112,3.33,4.28,5.8,0.73,0,0.69,1.43,0.63
113,3.3,4.24,5.8,0.74,0,0.69,1.43,0.63
114,3.17,4.15,5.6,0.74,0,0.69,1.43,0.63
115,3.17,4.12,5.6,0.76,0,0.69,1.43,0.63
116,3.17,4.11,5.6,0.75,0,0.69,1.43,0.63
117,3.17,4.04,5.5,0.75,0,0.69,1.43,0.63
118,3.17,4.03,5.5,0.75,0,0.69,1.43,0.63
119,3.17,4.03,5.5,0.75,0,0.69,1.43,0.63
120,3,4.01,5.5,0.78,0,0.69,1.43,0.63
121,3,3.94,5.11,0.71,0,0.56,1.43,0.61
122,3,3.92,4.9,0.67,0,0.56,1.43,0.61
123,3,3.89,4.83,0.69,0,0.56,1.43,0.61
124,3,3.86,4.7,0.65,0,0.56,1.43,0.61
125,3,3.8,4.7,0.66,0,0.56,1.43,0.61
126,3,3.8,4.7,0.66,0,0.56,1.43,0.61
127,3,3.78,4.7,0.65,0,0.56,1.43,0.61
128,3,3.76,4.6,0.64,0,0.49,1.43,0.63
129,3,3.74,4.6,0.62,0,0.49,1.43,0.63
130,3,3.71,4.6,0.61,0,0.49,1.43,0.63
131,2.9,3.68,4.5,0.61,0,0.56,1.43,0.61
132,2.9,3.63,4.45,0.6,0,0.49,1.43,0.63
133,2.83,3.56,4.4,0.62,0,0.49,1.43,0.63
134,2.83,3.51,4.4,0.6,0,0.49,1.43,0.63
135,2.83,3.48,4.3,0.55,0,0.49,1.43,0.63
136,2.6,3.44,4.3,0.61,0,0.49,1.43,0.63
137,2.6,3.38,4.3,0.6,0,0.49,1.43,0.63
138,2.6,3.33,4.2,0.61,0,0.49,1.43,0.63
139,2.4,3.27,4.2,0.66,0,0.49,1.43,0.63
140,2.4,3.24,4.2,0.65,0,0.49,1.43,0.63
141,2.4,3.21,4.2,0.67,0,0.49,1.43,0.63
142,2.4,3.21,4.2,0.68,0,0.49,1.43,0.63
143,2.3,3.18,4.2,0.7,0,0.49,1.43,0.63
144,2.3,3.16,4.2,0.7,0,0.49,1.43,0.63
145,2.3,3.12,4.2,0.72,0,0.49,1.43,0.63
146,2.3,3.12,4.2,0.72,0,0.49,1.43,0.63
147,2.3,3.09,4.1,0.7,0,0.49,1.43,0.63
148,2.2,3.06,4.1,0.7,0,0.49,1.43,0.63
149,2.2,3.03,4.1,0.72,0,0.49,1.43,0.63
150,2.2,3,4.1,0.71,0,0.49,1.43,0.63
151,2.2,2.97,4.1,0.73,0,0.49,1.43,0.63
152,2.17,2.96,4.1,0.74,0,0.49,1.43,0.63
153,2.17,2.93,4,0.7,0,0.49,1.43,0.63
154,2.17,2.91,4,0.7,0,0.49,1.43,0.63
155,2.12,2.9,4,0.7,0,0.49,1.43,0.63
156,2.1,2.88,4,0.71,0,0.49,1.43,0.63
157,2.1,2.88,4,0.71,0,0.49,1.43,0.63
158,2,2.87,4,0.73,0,0.49,1.43,0.63
159,2,2.83,4,0.76,0,0.49,1.43,0.63
160,2,2.82,4,0.76,0,0.4,1.33,0.54
161,2,2.79,3.83,0.72,0,0.4,1.33,0.54
162,2,2.75,3.83,0.73,0,0.4,1.33,0.54
163,2,2.72,3.83,0.73,0,0.4,1.33,0.54
164,2,2.71,3.83,0.74,0,0.4,1.33,0.54
165,2,2.7,3.83,0.72,0,0.4,1.33,0.54
166,2,2.68,3.83,0.71,0,0.4,1.33,0.54
167,2,2.67,3.83,0.7,0,0.4,1.33,0.54
168,2,2.66,3.83,0.7,0,0.4,1.33,0.54
169,2,2.62,3.6,0.66,0,0.27,1.19,0.44
170,2,2.6,3.57,0.62,0,0.27,1.19,0.44
171,2,2.54,3.33,0.56,0,0.27,1.19,0.44
172,1.92,2.48,3.22,0.52,0,0.27,1.19,0.44
173,1.9,2.46,3.14,0.51,0,0.27,1.19,0.44
174,1.9,2.44,3,0.5,0,0.27,1.19,0.44
175,1.86,2.42,3,0.5,0,0.27,1.19,0.44
176,1.67,2.4,3,0.53,0,0.27,1.19,0.44
177,1.67,2.39,3,0.54,0,0.27,1.19,0.44
178,1.67,2.39,3,0.54,0,0.27,1.19,0.44
179,1.67,2.38,3,0.55,0,0.27,1.19,0.44
180,1.67,2.38,3,0.55,0,0.27,1.19,0.44
181,1.67,2.37,3,0.54,0,0.27,1.19,0.44
182,1.64,2.36,3,0.53,0,0.27,1.19,0.44
183,1.64,2.35,3,0.53,0,0.27,1.19,0.44
184,1.64,2.32,3,0.56,0,0.27,1.19,0.44
185,1.56,2.29,3,0.56,0,0.27,1.19,0.44
186,1.55,2.24,2.83,0.52,0,0.27,1.19,0.44
187,1.43,2.22,2.83,0.53,0,0.27,1.19,0.44
188,1.43,2.19,2.75,0.5,0,0.27,1.19,0.44
189,1.43,2.13,2.73,0.5,0,0.19,0.87,0.3
190,1.43,2.1,2.67,0.47,0,0.27,1.19,0.44
191,1.43,2.07,2.67,0.46,0,0.27,1.19,0.44
192,1.43,2.04,2.58,0.45,0,0.27,1.19,0.44
193,1.29,1.98,2.57,0.47,0,0.27,1.19,0.44
194,1.27,1.98,2.55,0.46,0,0.19,0.87,0.3
195,1.27,1.95,2.55,0.47,0,0.27,1.19,0.44
196,1.18,1.93,2.55,0.49,0,0.19,0.87,0.3
197,1.18,1.91,2.55,0.49,0,0.19,0.87,0.3
198,1.14,1.89,2.55,0.5,0,0.19,0.87,0.3
199,1.09,1.88,2.5,0.49,0,0.19,0.87,0.3
200,1.09,1.86,2.5,0.49,0,0.19,0.87,0.3
201,1.09,1.82,2.5,0.47,0,0.22,0.87,0.3
202,1.09,1.79,2.45,0.46,0,0.22,0.87,0.3
203,1.09,1.79,2.45,0.46,0,0.22,0.87,0.3
204,1.09,1.79,2.45,0.46,0,0.22,0.87,0.3
205,1,1.72,2.36,0.42,0,0.22,0.87,0.3
206,1,1.68,2.36,0.43,0,0.22,0.87,0.3
207,1,1.68,2.36,0.43,0,0.22,0.87,0.3
