k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,10,10,10,0,0.31,1.61,4.4,0.63
1,10,10,10,0,0.31,1.61,4.4,0.63
2,10,10,10,0,0,1.45,5.03,0.92
3,10,10,10,0,0,1.22,5.55,1.1
4,10,10,10,0,0,1.04,5.55,1.05
5,8.8,9.15,10,0.48,0,0.98,3.86,1.03
6,8.5,8.82,10,0.18,0,0.94,4.37,1.02
7,8,8.71,9.5,0.15,0,0.94,4.37,1.02
8,8,8.58,9,0.26,0,0.94,4.37,1.02
9,8,8.47,9,0.31,0,0.93,4.37,1.02
10,7.5,8.31,8.8,0.38,0,0.93,4.37,1.02
11,7,8.15,8.8,0.46,0,0.93,4.37,1.02
12,7,7.99,8.8,0.51,0,0.93,4.37,1.02
13,6.8,7.82,8.8,0.54,0,0.91,4.37,1.01
14,6.4,7.67,8.75,0.55,0,0.86,4.37,1
15,6.25,7.53,8.75,0.55,0,0.83,4.37,0.98
16,5.8,7.38,8.75,0.57,0,0.83,4.37,0.97
17,5.6,7.23,8.75,0.61,0,0.78,4.37,0.94
18,5.2,7.08,8.5,0.65,0,0.75,4.37,0.91
19,5,6.92,8.5,0.68,0,0.72,3.62,0.89
20,4.6,6.78,8.5,0.69,0,0.71,3.62,0.88
21,4.4,6.63,8.5,0.69,0,0.69,3.62,0.86
22,4.2,6.46,8.25,0.7,0,0.64,3.62,0.83
23,4,6.3,8,0.71,0,0.66,3.62,0.85
24,4,6.15,8,0.73,0,0.65,3.62,0.84
25,4,6.01,8,0.74,0,0.63,3.62,0.83
26,3.8,5.87,7.8,0.77,0,0.6,3.62,0.79
27,3.6,5.72,7.8,0.78,0,0.59,3.62,0.78
28,3.6,5.6,7.8,0.79,0,0.61,3.62,0.79
29,3.2,5.45,7.8,0.81,0,0.59,3.62,0.76
30,3,5.32,7.75,0.84,0,0.58,3.17,0.75
31,3,5.18,7.75,0.85,0,0.56,3.17,0.75
32,3,5.05,7.75,0.87,0,0.56,3.17,0.75
33,2.6,4.91,7.75,0.9,0,0.54,3.17,0.73
34,2.6,4.79,7.5,0.9,0,0.53,3.17,0.71
35,2,4.66,7.25,0.92,0,0.52,3.17,0.71
36,2,4.54,7.25,0.92,0,0.51,3.17,0.71
37,2,4.41,7.25,0.93,0,0.51,3.17,0.7
38,2,4.29,6.75,0.94,0,0.49,3.17,0.69
