k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,6,6,6,0,0.33,1.21,2.93,0.47
1,6,6,6,0,0.33,1.21,2.93,0.47
2,6,6,6,0,0,1.06,3.35,0.68
3,6,6,6,0,0,0.85,3.35,0.8
4,6,6,6,0,0,0.72,3.35,0.79
5,4.8,5.1,6,0.44,0,0.76,3.35,0.77
6,4.5,4.83,6,0.21,0,0.74,3.35,0.76
7,4.33,4.72,5,0.12,0,0.73,3.35,0.77
8,4,4.63,4.8,0.21,0,0.73,3.35,0.77
9,4,4.52,4.8,0.29,0,0.73,3.35,0.77
10,3.5,4.38,4.8,0.37,0,0.74,3.35,0.77
11,3,4.24,4.8,0.43,0,0.73,3.35,0.78
12,3,4.07,4.8,0.49,0,0.72,3.35,0.77
13,2.8,3.9,4.8,0.52,0,0.67,3.35,0.76
14,2.6,3.78,4.8,0.55,0,0.64,2.77,0.75
15,2.25,3.66,4.8,0.56,0,0.6,2.56,0.72
16,2.25,3.48,4.8,0.56,0,0.54,2.77,0.69
17,2,3.34,4.8,0.59,0,0.56,2.77,0.69
18,1.5,3.22,4.8,0.63,0,0.54,2.77,0.69
19,1.4,3.07,4.8,0.65,0,0.49,2.77,0.65
20,1.4,2.93,4.8,0.65,0,0.44,2.77,0.62
21,1,2.79,4.75,0.68,0,0.43,2.77,0.61
22,1,2.67,4.33,0.69,0,0.4,2.77,0.57
23,0.6,2.54,4,0.7,0,0.34,2.77,0.54
24,0.2,2.4,4,0.74,0,0.3,2.2,0.49
25,0,2.27,4,0.76,0,0.31,2.2,0.5
26,0,2.12,4,0.75,0,0.26,2.2,0.46
27,0,2,3.67,0.75,0,0.27,2.2,0.46
28,0,1.88,3.5,0.77,0,0.23,2.07,0.42
29,0,1.77,3.25,0.76,0,0.22,2.07,0.41
30,0,1.67,3.25,0.75,0,0.21,2.07,0.39
31,0,1.55,3.25,0.76,0,0.19,2.07,0.39
32,0,1.44,3.25,0.74,0,0.15,1.95,0.34
33,0,1.33,3,0.72,0,0.12,1.4,0.28
34,0,1.21,2.8,0.68,0,0.12,1.4,0.28
35,0,1.11,2.75,0.67,0,0.11,1.4,0.27
36,0,1.02,2.75,0.66,0,0.12,1.4,0.28
37,0,0.94,2.75,0.64,0,0.09,1.19,0.22
38,0,0.86,2.5,0.6,0,0.07,0.99,0.18
39,0,0.79,2.5,0.57,0,0.07,0.94,0.17
40,0,0.72,2.5,0.56,0,0.07,0.94,0.17
41,0,0.66,2.5,0.54,0,0.06,0.94,0.16
42,0,0.59,2.5,0.53,0,0.05,0.94,0.15
43,0,0.54,2.5,0.51,0,0.04,0.79,0.12
44,0,0.49,2.25,0.48,0,0.04,0.74,0.11
45,0,0.45,2,0.47,0,0.04,0.74,0.11
46,0,0.41,2,0.46,0,0.03,0.74,0.11
47,0,0.38,2,0.44,0,0.03,0.74,0.11
48,0,0.35,2,0.43,0,0.04,0.74,0.11
49,0,0.32,1.6,0.4,0,0.03,0.74,0.1
50,0,0.3,1.4,0.39,0,0.03,0.74,0.1
