k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,1.59,2.88,5.6,1.2
1,20,20,20,0,1.59,2.88,5.6,1.2
2,20,20,20,0,1.59,2.84,5.6,1.22
3,20,20,20,0,0,2.79,8.77,2.31
4,20,20,20,0,0,2.42,8.77,2.59
5,20,20,20,0,0,2.17,8.77,2.7
6,20,20,20,0,0,2.17,8.77,2.7
7,20,20,20,0,0,2.2,8.77,2.7
8,20,20,20,0,0,2.26,8.77,2.7
9,18.89,19.41,20,0.48,0,1.91,6.22,2.04
10,18.75,19.07,19.89,0.35,0,1.86,6.12,2.05
11,18.57,18.95,19.87,0.35,0,1.95,6.12,1.98
12,18.5,18.85,19.86,0.38,0,1.95,6.12,1.98
13,18.4,18.79,19.83,0.41,0,1.95,6.12,1.98
14,18.25,18.71,19.75,0.44,0,1.95,6.12,1.98
15,18,18.63,19.67,0.47,0,1.95,6.12,1.98
16,18,18.51,19.5,0.51,0,1.95,6.12,1.98
17,18,18.42,19,0.4,0,1.95,6.12,1.98
18,17.75,18.27,18.89,0.41,0,1.99,6.12,1.94
19,17.71,18.12,18.75,0.42,0,1.99,6.12,1.94
20,17.57,18.02,18.75,0.47,0,1.99,6.12,1.94
21,17.4,17.93,18.75,0.52,0,1.99,6.12,1.94
22,17.25,17.84,18.6,0.51,0,1.99,6.12,1.94
23,17,17.78,18.5,0.5,0,1.99,6.12,1.94
24,17,17.73,18.5,0.5,0,1.99,6.12,1.94
25,17,17.58,18.33,0.39,0,1.99,6.12,1.94
26,16.89,17.44,18,0.4,0,1.99,6.12,1.94
27,16.75,17.36,18,0.4,0,1.99,6.12,1.94
28,16.75,17.34,18,0.41,0,1.99,6.12,1.94
29,16.62,17.27,17.71,0.39,0,1.99,6.12,1.94
30,16.62,17.19,17.67,0.38,0,1.99,6.12,1.94
31,16.57,17.15,17.67,0.42,0,1.99,6.12,1.94
32,16.43,17.03,17.6,0.47,0,1.99,6.12,1.94
33,16,16.93,17.6,0.53,0,1.99,6.12,1.94
34,16,16.9,17.5,0.51,0,1.99,6.12,1.94
35,16,16.88,17.5,0.5,0,1.99,6.12,1.94
36,16,16.7,17.5,0.48,0,1.99,6.12,1.94
37,16,16.67,17.5,0.51,0,1.99,6.12,1.94
38,15.89,16.61,17.5,0.53,0,1.99,6.12,1.94
39,15.87,16.52,17.5,0.52,0,1.99,6.12,1.94
40,15.57,16.45,17.5,0.57,0,1.99,6.12,1.94
41,15.5,16.43,17.5,0.59,0,1.99,6.12,1.94
42,15.2,16.26,17.33,0.65,0,1.99,6.12,1.94
43,14.89,16.15,17.33,0.76,0,1.99,6.12,1.94
44,14.78,16.07,17.33,0.84,0,1.99,6.12,1.94
45,14.75,16.02,17.33,0.89,0,1.99,6.12,1.94
46,14.71,15.93,17.33,0.91,0,1.99,6.12,1.94
47,14.71,15.87,17.33,0.94,0,1.99,6.12,1.94
48,14.5,15.73,17.25,0.9,0,1.99,6.12,1.94
49,14.5,15.61,17.25,0.92,0,1.99,6.12,1.94
50,14.43,15.55,17.25,0.92,0,1.99,6.12,1.94
51,14.33,15.48,17.25,0.98,0,1.99,6.12,1.94
52,13.78,15.35,17.25,1.12,0,1.99,6.12,1.94
53,13.78,15.3,17.25,1.17,0,1.99,6.12,1.94
54,13.67,15.21,17.25,1.15,0,1.99,6.12,1.94
55,13.62,15.14,17.25,1.19,0,1.99,6.12,1.94
56,13.43,15.05,17.25,1.26,0,1.99,6.12,1.94
57,13.33,14.92,17.25,1.28,0,1.99,6.12,1.94
58,13,14.81,17,1.33,0,1.99,6.12,1.94
59,13,14.8,17,1.34,0,1.99,6.12,1.94
60,12.89,14.76,17,1.34,0,1.99,6.12,1.94
61,12.78,14.72,17,1.35,0,1.99,6.12,1.94
62,12.56,14.58,16.57,1.28,0,1.99,6.12,1.94
63,12.5,14.46,16.5,1.23,0,1.99,6.12,1.94
64,12.37,14.31,16.5,1.26,0,1.99,6.12,1.94
65,12.29,14.19,16.33,1.2,0,1.99,6.12,1.94
66,12.29,14.11,16.25,1.21,0,1.99,6.12,1.94
67,12.17,14.08,16.25,1.23,0,1.99,6.12,1.94
68,12,14.03,16,1.21,0,1.99,6.12,1.94
69,12,14,16,1.2,0,1.99,6.12,1.94
70,12,14,16,1.2,0,1.99,6.12,1.94
71,11.78,13.89,16,1.22,0,1.99,6.12,1.94
72,11.5,13.81,16,1.28,0,1.99,6.12,1.94
73,11.5,13.77,16,1.29,0,1.99,6.12,1.94
74,11.5,13.72,16,1.29,0,1.99,6.12,1.94
75,11.5,13.71,16,1.3,0,1.99,6.12,1.94
76,11.5,13.63,16,1.32,0,1.99,6.12,1.94
77,11.5,13.55,16,1.32,0,1.99,6.12,1.94
78,11.17,13.42,16,1.44,0,1.99,6.12,1.94
79,11.17,13.37,16,1.45,0,1.99,6.12,1.94
80,11,13.3,15.89,1.43,0,1.77,6.12,1.89
81,11,13.21,15.56,1.36,0,1.77,6.12,1.89
82,11,13.19,15.56,1.37,0,1.77,6.12,1.89
83,11,13.15,15.44,1.35,0,1.77,6.12,1.89
84,11,13.05,15.33,1.38,0,1.77,6.12,1.89
85,11,12.99,15.22,1.36,0,1.77,6.12,1.89
