k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,1.59,2.88,5.6,1.2
1,20,20,20,0,1.59,2.88,5.6,1.2
2,20,20,20,0,0.94,2.51,4.59,1.19
3,20,20,20,0,1.11,2.79,4.59,1.08
4,20,20,20,0,0.9,2.43,4.59,1.22
5,20,20,20,0,0.78,2.15,4.59,1.23
6,20,20,20,0,0,1.81,4.59,1.32
7,20,20,20,0,0,1.74,4.59,1.38
8,20,20,20,0,0,1.74,4.59,1.38
9,18.89,19.13,20,0.39,0,1.49,4.59,1.45
10,18.87,18.92,19,0.06,0,1.49,4.59,1.45
11,18.87,18.88,18.89,0.01,0,1.49,4.59,1.45
12,18.86,18.87,18.89,0.01,0,1.49,4.59,1.45
13,18.67,18.82,18.87,0.07,0,1.49,4.59,1.45
14,18.6,18.79,18.87,0.09,0,1.49,4.59,1.45
15,18.5,18.72,18.87,0.14,0,1.49,4.59,1.45
16,18.33,18.66,18.86,0.21,0,1.49,4.59,1.45
17,18,18.56,18.86,0.3,0,1.49,4.59,1.45
18,17.89,18.43,18.86,0.39,0,1.49,4.59,1.45
19,17.75,18.34,18.86,0.45,0,1.49,4.59,1.45
20,17.71,18.28,18.83,0.49,0,1.49,4.59,1.45
21,17.67,18.18,18.83,0.52,0,1.49,4.59,1.45
22,17.5,18.03,18.67,0.44,0,1.49,4.59,1.45
23,17.4,17.91,18.6,0.45,0,1.49,4.59,1.45
24,17.25,17.78,18.5,0.41,0,1.49,4.59,1.45
25,17.25,17.6,17.75,0.15,0,1.49,4.59,1.45
26,17,17.54,17.75,0.22,0,1.49,4.59,1.45
27,17,17.51,17.75,0.23,0,1.49,4.59,1.45
28,16.87,17.43,17.75,0.31,0,1.49,4.59,1.45
29,16.75,17.37,17.71,0.35,0,1.49,4.59,1.45
30,16.57,17.31,17.71,0.4,0,1.49,4.59,1.45
31,16.5,17.19,17.71,0.48,0,1.49,4.59,1.45
32,16.2,17.05,17.71,0.56,0,1.49,4.59,1.45
33,16,16.99,17.71,0.59,0,1.49,4.59,1.45
34,15.89,16.88,17.71,0.65,0,1.49,4.59,1.45
35,15.89,16.79,17.71,0.69,0,1.49,4.59,1.45
36,15.78,16.67,17.71,0.68,0,1.49,4.59,1.45
37,15.75,16.61,17.71,0.68,0,1.49,4.59,1.45
38,15.57,16.58,17.67,0.71,0,1.49,4.59,1.45
39,15.5,16.53,17.67,0.71,0,1.49,4.59,1.45
40,15.2,16.46,17.67,0.81,0,1.49,4.59,1.45
41,15,16.26,17.67,0.87,0,1.49,4.59,1.45
42,15,16.18,17.67,0.91,0,1.49,4.59,1.45
43,14.67,16.08,17.67,0.92,0,1.49,4.59,1.45
44,14.67,16.05,17.67,0.95,0,1.49,4.59,1.45
45,14.62,15.95,17.67,0.95,0,1.49,4.59,1.45
46,14.57,15.86,17.67,0.99,0,1.49,4.59,1.45
47,14.57,15.82,17.67,1,0,1.49,4.59,1.45
48,14.57,15.77,17.67,0.99,0,1.49,4.59,1.45
49,14.4,15.72,17.4,0.97,0,1.49,4.59,1.45
50,14,15.63,17.33,0.99,0,1.49,4.59,1.45
51,13.78,15.51,17.33,1.06,0,1.49,4.59,1.45
52,13.75,15.38,16.67,0.93,0,1.49,4.59,1.45
53,13.71,15.33,16.5,0.89,0,1.49,4.59,1.45
54,13.5,15.23,16.5,0.98,0,1.49,4.59,1.45
55,13.4,15.17,16.5,1.04,0,1.49,4.59,1.45
56,13.33,15.06,16.4,1.1,0,1.49,4.59,1.45
57,13.25,14.97,16.33,1.11,0,1.49,4.59,1.45
58,13,14.94,16.33,1.17,0,1.49,4.59,1.45
59,12.89,14.9,16.33,1.17,0,1.49,4.59,1.45
60,12.78,14.83,16.25,1.21,0,1.49,4.59,1.45
61,12.75,14.75,16.25,1.2,0,1.49,4.59,1.45
62,12.71,14.66,16.25,1.22,0,1.49,4.59,1.45
63,12.43,14.49,16.25,1.24,0,1.49,4.59,1.45
64,12.33,14.42,16.25,1.29,0,1.49,4.59,1.45
65,12.17,14.23,16,1.2,0,1.49,4.59,1.45
66,12,14.17,16,1.23,0,1.49,4.59,1.45
67,12,14.04,16,1.26,0,1.49,4.59,1.45
68,11.78,13.97,16,1.3,0,1.49,4.59,1.45
69,11.78,13.9,15.75,1.27,0,1.49,4.59,1.45
70,11.62,13.79,15.67,1.24,0,1.49,4.59,1.45
71,11.57,13.76,15.67,1.25,0,1.49,4.59,1.45
72,11.57,13.67,15.25,1.18,0,1.49,4.59,1.45
73,11.57,13.63,15.25,1.17,0,1.49,4.59,1.45
74,11.43,13.53,15.25,1.16,0,1.49,4.59,1.45
75,11.43,13.49,15.25,1.21,0,1.49,4.59,1.45
76,11.43,13.47,15.25,1.21,0,1.49,4.59,1.45
77,11.43,13.35,14.75,1.22,0,1.49,4.59,1.45
78,11.29,13.28,14.75,1.23,0,1.49,4.59,1.45
79,11.29,13.12,14.75,1.14,0,1.49,4.59,1.45
80,11.29,13.04,14.57,1.07,0,1.49,4.59,1.45
81,11.29,12.95,14.33,1.05,0,1.49,4.59,1.45
82,11.14,12.77,14.25,1.01,0,1.49,4.59,1.45
83,11.14,12.62,14.25,1.01,0,1.49,4.59,1.45
