k,MMR min,MMR avg,MMR max,MMR σ (est.),Loss min,Loss avg,Loss max,Loss σ (est.)
0,20,20,20,0,1.59,2.88,5.6,1.2
1,20,20,20,0,1.59,2.88,5.6,1.2
2,20,20,20,0,1.66,2.89,5.6,1.12
3,20,20,20,0,1.66,3.08,6.15,1.61
4,20,20,20,0,0,2.69,5.89,1.92
5,20,20,20,0,0,1.9,5.6,1.7
6,20,20,20,0,0,1.29,3.5,1.27
7,20,20,20,0,0,1.41,3.5,1.24
8,20,20,20,0,0,1.41,3.5,1.24
9,18.89,19.08,19.75,0.3,0,1.41,3.5,1.24
10,18.87,18.98,19.67,0.25,0,1.41,3.5,1.24
11,18.86,18.94,19.5,0.2,0,1.41,3.5,1.24
12,18.83,18.88,19,0.05,0,1.41,3.5,1.24
13,18.67,18.84,18.87,0.06,0,1.41,3.5,1.24
14,18.4,18.77,18.87,0.17,0,1.41,3.5,1.24
15,18.25,18.73,18.87,0.21,0,1.41,3.5,1.24
16,18.25,18.7,18.87,0.2,0,1.41,3.5,1.24
17,18,18.63,18.87,0.25,0,1.41,3.5,1.24
18,18,18.58,18.87,0.25,0,1.41,3.5,1.24
19,18,18.55,18.86,0.24,0,1.41,3.5,1.24
20,18,18.47,18.86,0.3,0,1.41,3.5,1.24
21,17.89,18.44,18.83,0.32,0,1.41,3.5,1.24
22,17.75,18.35,18.83,0.38,0,1.41,3.5,1.24
23,17.67,18.2,18.8,0.4,0,1.41,3.5,1.24
24,17.67,18.18,18.8,0.4,0,1.41,3.5,1.24
25,17.6,18.14,18.8,0.45,0,1.41,3.5,1.24
26,17.5,18.13,18.8,0.46,0,1.41,3.5,1.24
27,17,18.02,18.8,0.56,0,1.41,3.5,1.24
28,17,17.94,18.8,0.57,0,1.41,3.5,1.24
29,17,17.89,18.75,0.54,0,1.5,3.5,1.29
30,17,17.79,18.67,0.52,0,1.5,3.5,1.29
31,17,17.66,18.6,0.49,0,1.41,3.5,1.24
32,17,17.6,18.6,0.46,0,1.41,3.5,1.24
33,17,17.49,18.4,0.44,0,1.41,3.5,1.24
34,16.87,17.43,18.4,0.47,0,1.41,3.5,1.24
35,16.5,17.27,18.2,0.56,0,1.41,3.5,1.24
36,16.5,17.25,18.2,0.58,0,1.41,3.5,1.24
37,16.5,17.23,18.2,0.58,0,1.41,3.5,1.24
38,16.33,17.05,18,0.57,0,1.41,3.5,1.24
39,16.33,16.95,18,0.58,0,1.41,3.5,1.24
40,16.33,16.87,17.75,0.5,0,1.41,3.5,1.24
41,16.33,16.83,17.75,0.5,0,1.41,3.5,1.24
42,16,16.73,17.75,0.54,0,1.41,3.5,1.24
43,15.75,16.57,17.5,0.46,0,1.41,3.5,1.24
44,15.75,16.48,17.25,0.37,0,1.41,3.5,1.24
45,15.75,16.39,17.25,0.41,0,1.41,3.5,1.24
46,15.75,16.31,17.25,0.44,0,1.41,3.5,1.24
47,15.57,16.17,17.25,0.49,0,1.41,3.5,1.24
48,15.5,16.14,17.25,0.48,0,1.41,3.5,1.24
49,15.2,16.01,17.2,0.61,0,1.41,3.5,1.24
50,15,15.89,17,0.65,0,1.41,3.5,1.24
51,15,15.87,17,0.68,0,1.41,3.5,1.24
52,15,15.76,17,0.67,0,1.41,3.5,1.24
53,14.62,15.55,17,0.75,0,1.41,3.5,1.24
54,14.62,15.37,16.8,0.69,0,1.41,3.5,1.24
55,14.62,15.34,16.8,0.69,0,1.41,3.5,1.24
56,14.62,15.34,16.8,0.69,0,1.41,3.5,1.24
57,14.62,15.32,16.62,0.65,0,1.3,3.5,1.26
58,14.43,15.27,16.5,0.66,0,1.3,3.5,1.26
59,14.33,15.13,16.5,0.65,0,1.3,3.5,1.26
60,14.2,15.03,16.43,0.7,0,1.3,3.5,1.26
61,13.87,14.89,16.2,0.71,0,1.41,3.5,1.24
62,13.87,14.86,16,0.69,0,1.41,3.5,1.24
63,13.75,14.76,16,0.72,0,1.41,3.5,1.24
64,13.67,14.72,16,0.74,0,1.41,3.5,1.24
65,13.43,14.65,16,0.81,0,1.41,3.5,1.24
66,13.43,14.59,15.75,0.77,0,1.41,3.5,1.24
67,13.43,14.49,15.67,0.76,0,1.41,3.5,1.24
68,13.29,14.35,15.25,0.75,0,1.41,3.5,1.24
69,13,14.29,15.2,0.82,0,1.41,3.5,1.24
70,13,14.24,15,0.79,0,1.41,3.5,1.24
71,12.75,14.16,15,0.84,0,1.41,3.5,1.24
72,12.5,14.04,15,0.9,0,1.41,3.5,1.24
73,12.43,14.01,15,0.94,0,1.41,3.5,1.24
74,12.33,13.97,15,0.94,0,1.41,3.5,1.24
75,12.2,13.87,15,0.92,0,1.41,3.5,1.24
76,12,13.67,15,0.94,0,1.41,3.5,1.24
77,12,13.67,15,0.94,0,1.41,3.5,1.24
78,12,13.63,15,0.96,0,1.41,3.5,1.24
79,12,13.54,15,0.94,0,1.41,3.5,1.24
80,11.37,13.45,15,1.06,0,1.41,3.5,1.24
81,11.37,13.45,15,1.06,0,1.41,3.5,1.24
82,11.37,13.38,15,1.05,0,1.41,3.5,1.24
83,11.37,13.25,14.75,1.06,0,1.41,3.5,1.24
84,11.29,13.22,14.75,1.1,0,1.41,3.5,1.24
85,11.17,13.18,14.75,1.15,0,1.41,3.5,1.24
