New Strategy
100 Voters 20 Alternatives 
Run 0: 150 questions:
Question{QuestionVoter{voter=Voter{65}, a=20, b=17}}
Question{QuestionVoter{voter=Voter{99}, a=20, b=11}}
Question{QuestionVoter{voter=Voter{55}, a=20, b=17}}
Question{QuestionVoter{voter=Voter{84}, a=20, b=17}}
Question{QuestionVoter{voter=Voter{64}, a=20, b=18}}
Question{QuestionVoter{voter=Voter{74}, a=20, b=16}}
Question{QuestionVoter{voter=Voter{41}, a=20, b=17}}
Question{QuestionVoter{voter=Voter{44}, a=20, b=16}}
Question{QuestionVoter{voter=Voter{28}, a=20, b=4}}
Question{QuestionVoter{voter=Voter{12}, a=20, b=2}}
Question{QuestionVoter{voter=Voter{98}, a=20, b=19}}
Question{QuestionVoter{voter=Voter{8}, a=20, b=5}}
Question{QuestionVoter{voter=Voter{93}, a=20, b=9}}
Question{QuestionVoter{voter=Voter{70}, a=20, b=18}}
Question{QuestionVoter{voter=Voter{100}, a=20, b=7}}
Question{QuestionVoter{voter=Voter{72}, a=20, b=2}}
Question{QuestionVoter{voter=Voter{45}, a=20, b=9}}
Question{QuestionVoter{voter=Voter{88}, a=20, b=12}}
Question{QuestionVoter{voter=Voter{41}, a=20, b=10}}
Question{QuestionVoter{voter=Voter{69}, a=19, b=14}}
Question{QuestionVoter{voter=Voter{25}, a=19, b=1}}
Question{QuestionVoter{voter=Voter{35}, a=19, b=12}}
Question{QuestionVoter{voter=Voter{52}, a=19, b=9}}
Question{QuestionVoter{voter=Voter{88}, a=19, b=6}}
Question{QuestionVoter{voter=Voter{53}, a=19, b=8}}
Question{QuestionVoter{voter=Voter{87}, a=19, b=3}}
Question{QuestionVoter{voter=Voter{98}, a=19, b=6}}
Question{QuestionVoter{voter=Voter{1}, a=19, b=3}}
Question{QuestionVoter{voter=Voter{11}, a=19, b=9}}
Question{QuestionVoter{voter=Voter{83}, a=19, b=15}}
Question{QuestionVoter{voter=Voter{72}, a=19, b=13}}
Question{QuestionVoter{voter=Voter{91}, a=19, b=8}}
Question{QuestionVoter{voter=Voter{73}, a=19, b=8}}
Question{QuestionVoter{voter=Voter{10}, a=19, b=8}}
Question{QuestionVoter{voter=Voter{83}, a=15, b=2}}
Question{QuestionVoter{voter=Voter{56}, a=15, b=9}}
Question{QuestionVoter{voter=Voter{25}, a=14, b=13}}
Question{QuestionVoter{voter=Voter{18}, a=14, b=17}}
Question{QuestionVoter{voter=Voter{53}, a=11, b=1}}
Question{QuestionVoter{voter=Voter{28}, a=11, b=1}}
Question{QuestionVoter{voter=Voter{91}, a=10, b=4}}
Question{QuestionVoter{voter=Voter{44}, a=10, b=8}}
Question{QuestionVoter{voter=Voter{89}, a=10, b=13}}
